Timestamp,User,Action,File_Involved,Network_IP,Process_Name,Registry_Modified,Persistence_Technique,Log_Cleared,Timestomped,Encoded_Payload,Encrypted_Channel,Uses_Anti_Forensics
4/13/2025 8:37,user1,TimestampChange,data.db,192.168.1.10,powershell.exe,0,ScheduledTask,0,1,0,0,1
4/13/2025 18:56,attacker,ExfiltrateData,data.db,10.0.0.5,svchost.exe,0,None,0,0,0,0,1
4/13/2025 14:59,user2,ClearLogs,log.txt,172.16.0.1,malware.exe,1,None,1,0,0,0,1
4/13/2025 12:23,attacker,AccountCreation,log.txt,192.168.1.10,explorer.exe,1,ScheduledTask,0,0,0,0,1
4/14/2025 15:12,admin,InjectProcess,data.db,None,cmd.exe,0,ServiceInstall,0,0,0,0,1
4/14/2025 5:30,attacker,Logon,script.ps1,None,svchost.exe,1,None,0,0,0,0,0
4/11/2025 12:38,SYSTEM,InjectProcess,log.txt,8.8.8.8,svchost.exe,0,RegistryRunKey,0,0,0,0,1
4/12/2025 15:23,attacker,Logoff,None,172.16.0.1,explorer.exe,0,ServiceInstall,0,0,0,0,0
4/13/2025 0:02,user1,ObfuscateCode,config.sys,None,malware.exe,1,ScheduledTask,0,0,1,0,1
4/14/2025 1:02,user1,InjectProcess,script.ps1,10.0.0.5,svchost.exe,0,RegistryRunKey,0,0,0,0,1
4/14/2025 23:50,admin,ExfiltrateData,None,192.168.1.10,malware.exe,0,ServiceInstall,0,0,0,1,1
4/12/2025 1:40,SYSTEM,Logon,config.sys,None,powershell.exe,0,RegistryRunKey,0,0,0,0,0
4/15/2025 20:56,user1,Logoff,config.sys,172.16.0.1,powershell.exe,1,ServiceInstall,0,0,0,0,0
4/15/2025 10:22,admin,AccountCreation,config.sys,10.0.0.5,explorer.exe,0,None,0,0,0,0,1
4/16/2025 2:09,user2,TimestampChange,None,10.0.0.5,powershell.exe,0,ScheduledTask,0,1,0,0,1
4/9/2025 20:25,attacker,ClearLogs,data.db,10.0.0.5,malware.exe,0,RegistryRunKey,1,0,0,0,1
4/13/2025 23:19,attacker,ObfuscateCode,None,172.16.0.1,explorer.exe,0,ServiceInstall,0,0,1,0,1
4/9/2025 22:13,attacker,AccountCreation,script.ps1,172.16.0.1,explorer.exe,0,None,0,0,0,0,1
4/13/2025 8:58,user2,FileDelete,config.sys,8.8.8.8,svchost.exe,0,RegistryRunKey,0,0,0,0,1
4/16/2025 5:27,admin,AccountCreation,script.ps1,10.0.0.5,powershell.exe,0,None,0,0,0,0,1
4/16/2025 11:28,user1,Logon,log.txt,172.16.0.1,explorer.exe,0,ServiceInstall,0,0,0,0,0
4/13/2025 7:02,attacker,Logoff,script.ps1,172.16.0.1,powershell.exe,1,None,0,0,0,0,0
4/11/2025 1:58,user2,Logoff,None,None,malware.exe,0,ServiceInstall,0,0,0,0,0
4/10/2025 6:15,SYSTEM,FileAccess,None,None,explorer.exe,0,None,0,0,0,0,0
4/14/2025 7:48,user1,FileDelete,log.txt,172.16.0.1,explorer.exe,0,None,0,0,0,0,1
4/14/2025 20:46,SYSTEM,FileAccess,script.ps1,172.16.0.1,malware.exe,1,None,0,0,0,0,0
4/14/2025 20:52,user2,Logoff,script.ps1,10.0.0.5,cmd.exe,1,None,0,0,0,0,0
4/11/2025 11:25,admin,AccountCreation,data.db,None,malware.exe,0,ServiceInstall,0,0,0,0,1
4/12/2025 14:54,user2,TimestampChange,None,172.16.0.1,explorer.exe,0,ScheduledTask,0,1,0,0,1
4/16/2025 6:11,attacker,ObfuscateCode,None,192.168.1.10,svchost.exe,1,None,0,0,1,0,1
4/10/2025 1:58,admin,Logon,config.sys,192.168.1.10,cmd.exe,0,ServiceInstall,0,0,0,0,0
4/14/2025 3:39,admin,InjectProcess,None,8.8.8.8,cmd.exe,1,ServiceInstall,0,0,0,0,1
4/9/2025 19:27,admin,ClearLogs,log.txt,192.168.1.10,explorer.exe,1,None,1,0,0,0,1
4/12/2025 6:59,user1,FileDelete,script.ps1,None,explorer.exe,0,None,0,0,0,0,1
4/10/2025 2:38,SYSTEM,Logon,config.sys,10.0.0.5,cmd.exe,1,ServiceInstall,0,0,0,0,0
4/16/2025 12:04,user1,ObfuscateCode,config.sys,192.168.1.10,powershell.exe,0,ServiceInstall,0,0,1,0,1
4/16/2025 12:07,admin,FileDelete,None,172.16.0.1,svchost.exe,0,ScheduledTask,0,0,0,0,1
4/14/2025 5:04,user1,TimestampChange,log.txt,172.16.0.1,powershell.exe,0,None,0,1,0,0,1
4/9/2025 19:19,admin,InjectProcess,None,None,explorer.exe,0,ScheduledTask,0,0,0,0,1
4/13/2025 7:01,user1,ClearLogs,config.sys,10.0.0.5,powershell.exe,1,RegistryRunKey,1,0,0,0,1
4/12/2025 8:21,admin,InjectProcess,data.db,None,svchost.exe,1,None,0,0,0,0,1
4/15/2025 22:03,SYSTEM,ExfiltrateData,None,None,svchost.exe,0,ServiceInstall,0,0,0,1,1
4/10/2025 10:07,user1,FileDelete,script.ps1,192.168.1.10,explorer.exe,1,RegistryRunKey,0,0,0,0,1
4/15/2025 18:09,SYSTEM,ClearLogs,script.ps1,172.16.0.1,explorer.exe,1,RegistryRunKey,1,0,0,0,1
4/15/2025 18:37,SYSTEM,TimestampChange,script.ps1,192.168.1.10,svchost.exe,0,RegistryRunKey,0,1,0,0,1
4/10/2025 14:46,SYSTEM,ObfuscateCode,config.sys,8.8.8.8,cmd.exe,1,None,0,0,1,0,1
4/13/2025 0:51,user2,TimestampChange,script.ps1,None,svchost.exe,0,ScheduledTask,0,1,0,0,1
4/14/2025 1:25,admin,Logoff,None,8.8.8.8,svchost.exe,0,ScheduledTask,0,0,0,0,0
4/9/2025 22:57,attacker,FileDelete,config.sys,10.0.0.5,malware.exe,1,ScheduledTask,0,0,0,0,1
4/11/2025 6:48,attacker,TimestampChange,log.txt,8.8.8.8,explorer.exe,0,RegistryRunKey,0,1,0,0,1
4/10/2025 9:25,SYSTEM,AccountCreation,config.sys,172.16.0.1,svchost.exe,1,ScheduledTask,0,0,0,0,1
4/10/2025 20:03,admin,ExfiltrateData,None,10.0.0.5,powershell.exe,1,RegistryRunKey,0,0,0,0,1
4/10/2025 5:49,user1,FileDelete,None,192.168.1.10,powershell.exe,0,ScheduledTask,0,0,0,0,1
4/15/2025 4:53,user2,TimestampChange,config.sys,192.168.1.10,powershell.exe,0,ServiceInstall,0,1,0,0,1
4/15/2025 5:04,SYSTEM,ExfiltrateData,log.txt,172.16.0.1,powershell.exe,1,ServiceInstall,0,0,0,1,1
4/15/2025 19:37,user1,TimestampChange,script.ps1,192.168.1.10,svchost.exe,0,ServiceInstall,0,1,0,0,1
4/11/2025 2:22,user1,InjectProcess,None,192.168.1.10,explorer.exe,1,None,0,0,0,0,1
4/11/2025 12:05,admin,FileAccess,None,8.8.8.8,cmd.exe,1,ServiceInstall,0,0,0,0,0
4/12/2025 15:52,attacker,InjectProcess,log.txt,10.0.0.5,powershell.exe,0,ServiceInstall,0,0,0,0,1
4/13/2025 21:49,user1,TimestampChange,config.sys,10.0.0.5,svchost.exe,0,RegistryRunKey,0,1,0,0,1
4/16/2025 11:57,attacker,ObfuscateCode,config.sys,10.0.0.5,cmd.exe,0,ServiceInstall,0,0,1,0,1
4/11/2025 0:41,SYSTEM,FileDelete,log.txt,172.16.0.1,cmd.exe,0,None,0,0,0,0,1
4/14/2025 7:09,attacker,ObfuscateCode,data.db,None,explorer.exe,1,ServiceInstall,0,0,1,0,1
4/12/2025 0:08,attacker,Logoff,log.txt,8.8.8.8,explorer.exe,1,RegistryRunKey,0,0,0,0,0
4/14/2025 21:03,user2,FileAccess,log.txt,8.8.8.8,svchost.exe,0,None,0,0,0,0,0
4/10/2025 0:49,admin,Logon,config.sys,None,svchost.exe,1,ScheduledTask,0,0,0,0,0
4/13/2025 23:03,user1,Logoff,None,10.0.0.5,powershell.exe,1,None,0,0,0,0,0
4/16/2025 3:26,attacker,FileAccess,data.db,10.0.0.5,svchost.exe,0,RegistryRunKey,0,0,0,0,0
4/16/2025 10:43,admin,ClearLogs,None,None,explorer.exe,0,None,1,0,0,0,1
4/12/2025 0:13,user2,Logon,config.sys,172.16.0.1,cmd.exe,0,RegistryRunKey,0,0,0,0,0
4/16/2025 11:15,SYSTEM,ClearLogs,data.db,172.16.0.1,svchost.exe,0,RegistryRunKey,1,0,0,0,1
4/15/2025 9:07,user1,TimestampChange,log.txt,10.0.0.5,svchost.exe,0,None,0,1,0,0,1
4/14/2025 21:21,user1,FileAccess,script.ps1,172.16.0.1,powershell.exe,0,ServiceInstall,0,0,0,0,0
4/16/2025 3:59,attacker,FileAccess,None,8.8.8.8,cmd.exe,0,RegistryRunKey,0,0,0,0,0
4/13/2025 12:14,user1,ObfuscateCode,config.sys,192.168.1.10,malware.exe,0,RegistryRunKey,0,0,1,0,1
4/9/2025 23:38,user2,ObfuscateCode,log.txt,192.168.1.10,explorer.exe,0,ScheduledTask,0,0,1,0,1
4/12/2025 23:18,user1,Logon,None,192.168.1.10,svchost.exe,0,ServiceInstall,0,0,0,0,0
4/16/2025 3:23,user2,FileDelete,None,8.8.8.8,powershell.exe,1,ServiceInstall,0,0,0,0,1
4/10/2025 12:06,user2,InjectProcess,log.txt,10.0.0.5,svchost.exe,0,ServiceInstall,0,0,0,0,1
4/13/2025 7:18,user2,ClearLogs,log.txt,172.16.0.1,malware.exe,1,ScheduledTask,1,0,0,0,1
4/11/2025 4:21,SYSTEM,InjectProcess,log.txt,8.8.8.8,cmd.exe,0,RegistryRunKey,0,0,0,0,1
4/13/2025 1:24,user2,FileAccess,log.txt,192.168.1.10,explorer.exe,0,RegistryRunKey,0,0,0,0,0
4/16/2025 9:00,SYSTEM,TimestampChange,log.txt,8.8.8.8,malware.exe,1,ScheduledTask,0,1,0,0,1
4/10/2025 17:58,user1,FileDelete,config.sys,10.0.0.5,explorer.exe,1,ServiceInstall,0,0,0,0,1
4/14/2025 18:09,SYSTEM,ObfuscateCode,config.sys,172.16.0.1,cmd.exe,1,ScheduledTask,0,0,1,0,1
4/10/2025 2:37,SYSTEM,ExfiltrateData,log.txt,172.16.0.1,svchost.exe,1,ScheduledTask,0,0,0,0,1
4/14/2025 9:09,user1,TimestampChange,script.ps1,8.8.8.8,svchost.exe,1,ServiceInstall,0,1,0,0,1
4/16/2025 11:57,user1,AccountCreation,script.ps1,10.0.0.5,cmd.exe,1,ServiceInstall,0,0,0,0,1
4/15/2025 13:01,user2,FileDelete,script.ps1,10.0.0.5,explorer.exe,1,None,0,0,0,0,1
4/11/2025 14:17,attacker,FileAccess,log.txt,None,explorer.exe,1,RegistryRunKey,0,0,0,0,0
4/11/2025 8:10,SYSTEM,TimestampChange,config.sys,172.16.0.1,svchost.exe,1,ServiceInstall,0,1,0,0,1
4/16/2025 8:44,user2,TimestampChange,log.txt,None,powershell.exe,1,ServiceInstall,0,1,0,0,1
4/12/2025 21:04,attacker,ExfiltrateData,config.sys,None,svchost.exe,1,None,0,0,0,1,1
4/15/2025 8:33,user1,ObfuscateCode,log.txt,192.168.1.10,explorer.exe,1,RegistryRunKey,0,0,1,0,1
4/15/2025 22:47,user2,Logoff,config.sys,10.0.0.5,svchost.exe,1,ScheduledTask,0,0,0,0,0
4/10/2025 14:00,user1,Logoff,data.db,172.16.0.1,explorer.exe,0,None,0,0,0,0,0
4/14/2025 2:33,SYSTEM,FileDelete,script.ps1,10.0.0.5,malware.exe,1,None,0,0,0,0,1
4/11/2025 3:04,admin,FileDelete,None,192.168.1.10,explorer.exe,1,None,0,0,0,0,1
4/11/2025 23:31,user1,InjectProcess,log.txt,192.168.1.10,cmd.exe,0,None,0,0,0,0,1
4/13/2025 21:34,SYSTEM,AccountCreation,script.ps1,8.8.8.8,explorer.exe,0,RegistryRunKey,0,0,0,0,1
4/15/2025 8:47,SYSTEM,ClearLogs,script.ps1,172.16.0.1,powershell.exe,0,RegistryRunKey,1,0,0,0,1
4/15/2025 21:44,attacker,InjectProcess,script.ps1,8.8.8.8,svchost.exe,1,None,0,0,0,0,1
4/12/2025 14:25,SYSTEM,ObfuscateCode,script.ps1,192.168.1.10,powershell.exe,1,RegistryRunKey,0,0,1,0,1
4/12/2025 2:47,SYSTEM,ExfiltrateData,log.txt,10.0.0.5,svchost.exe,1,None,0,0,0,1,1
4/10/2025 3:14,admin,ClearLogs,config.sys,None,cmd.exe,1,RegistryRunKey,1,0,0,0,1
4/16/2025 13:51,admin,Logon,data.db,8.8.8.8,explorer.exe,1,ServiceInstall,0,0,0,0,0
4/12/2025 20:01,admin,AccountCreation,script.ps1,None,svchost.exe,0,ServiceInstall,0,0,0,0,1
4/14/2025 8:33,user2,AccountCreation,None,8.8.8.8,cmd.exe,0,ServiceInstall,0,0,0,0,1
4/10/2025 2:33,user1,ExfiltrateData,data.db,10.0.0.5,cmd.exe,0,ServiceInstall,0,0,0,1,1
4/10/2025 18:45,user2,Logon,None,172.16.0.1,powershell.exe,0,ServiceInstall,0,0,0,0,0
4/15/2025 6:44,user2,FileDelete,config.sys,10.0.0.5,cmd.exe,1,ServiceInstall,0,0,0,0,1
4/12/2025 15:22,SYSTEM,ExfiltrateData,script.ps1,172.16.0.1,malware.exe,0,RegistryRunKey,0,0,0,0,1
4/11/2025 0:51,attacker,InjectProcess,log.txt,None,svchost.exe,1,RegistryRunKey,0,0,0,0,1
4/12/2025 4:01,SYSTEM,FileAccess,script.ps1,10.0.0.5,svchost.exe,0,RegistryRunKey,0,0,0,0,0
4/15/2025 16:15,admin,FileAccess,config.sys,8.8.8.8,explorer.exe,1,ServiceInstall,0,0,0,0,0
4/15/2025 21:04,attacker,AccountCreation,config.sys,172.16.0.1,malware.exe,1,ScheduledTask,0,0,0,0,1
4/12/2025 23:55,SYSTEM,TimestampChange,None,None,explorer.exe,0,None,0,1,0,0,1
4/9/2025 21:41,user2,FileDelete,config.sys,10.0.0.5,svchost.exe,0,ScheduledTask,0,0,0,0,1
4/11/2025 11:36,user2,ExfiltrateData,data.db,172.16.0.1,explorer.exe,0,ServiceInstall,0,0,0,0,1
4/12/2025 0:18,SYSTEM,FileAccess,log.txt,8.8.8.8,cmd.exe,1,RegistryRunKey,0,0,0,0,0
4/15/2025 11:23,SYSTEM,FileDelete,config.sys,172.16.0.1,explorer.exe,1,ServiceInstall,0,0,0,0,1
4/10/2025 16:34,user1,ClearLogs,config.sys,10.0.0.5,svchost.exe,1,None,1,0,0,0,1
4/10/2025 16:16,admin,Logon,config.sys,8.8.8.8,powershell.exe,1,ServiceInstall,0,0,0,0,0
4/12/2025 13:03,user1,TimestampChange,data.db,None,cmd.exe,1,None,0,1,0,0,1
4/15/2025 2:26,user2,ExfiltrateData,data.db,10.0.0.5,cmd.exe,1,ScheduledTask,0,0,0,1,1
4/12/2025 13:26,admin,InjectProcess,data.db,172.16.0.1,malware.exe,1,ScheduledTask,0,0,0,0,1
4/11/2025 13:44,admin,Logoff,log.txt,192.168.1.10,svchost.exe,0,ServiceInstall,0,0,0,0,0
4/11/2025 20:41,admin,FileAccess,log.txt,10.0.0.5,cmd.exe,1,ScheduledTask,0,0,0,0,0
4/11/2025 19:35,admin,Logon,config.sys,10.0.0.5,cmd.exe,0,RegistryRunKey,0,0,0,0,0
4/16/2025 5:54,admin,ObfuscateCode,log.txt,192.168.1.10,explorer.exe,0,RegistryRunKey,0,0,1,0,1
4/15/2025 23:56,attacker,ClearLogs,data.db,10.0.0.5,svchost.exe,0,ScheduledTask,1,0,0,0,1
4/12/2025 11:40,user1,ObfuscateCode,None,8.8.8.8,svchost.exe,1,None,0,0,1,0,1
4/10/2025 12:51,SYSTEM,TimestampChange,log.txt,172.16.0.1,cmd.exe,0,None,0,1,0,0,1
4/12/2025 13:29,admin,ObfuscateCode,log.txt,192.168.1.10,svchost.exe,0,RegistryRunKey,0,0,1,0,1
4/9/2025 16:06,admin,FileAccess,data.db,8.8.8.8,malware.exe,0,ScheduledTask,0,0,0,0,0
4/12/2025 20:00,user1,ExfiltrateData,config.sys,10.0.0.5,malware.exe,1,ServiceInstall,0,0,0,0,1
4/13/2025 6:39,SYSTEM,TimestampChange,script.ps1,192.168.1.10,explorer.exe,1,ScheduledTask,0,1,0,0,1
4/14/2025 6:55,attacker,FileAccess,config.sys,192.168.1.10,explorer.exe,1,ScheduledTask,0,0,0,0,0
4/12/2025 13:42,admin,AccountCreation,log.txt,172.16.0.1,malware.exe,1,ServiceInstall,0,0,0,0,1
4/12/2025 4:58,attacker,Logoff,data.db,192.168.1.10,cmd.exe,0,RegistryRunKey,0,0,0,0,0
4/11/2025 12:23,attacker,Logon,None,None,malware.exe,1,RegistryRunKey,0,0,0,0,0
4/11/2025 2:17,SYSTEM,ClearLogs,data.db,172.16.0.1,powershell.exe,1,None,1,0,0,0,1
4/11/2025 3:11,user2,Logoff,script.ps1,None,powershell.exe,0,None,0,0,0,0,0
4/12/2025 18:01,user2,InjectProcess,script.ps1,10.0.0.5,explorer.exe,0,None,0,0,0,0,1
4/12/2025 16:28,admin,FileDelete,script.ps1,172.16.0.1,svchost.exe,0,ServiceInstall,0,0,0,0,1
4/10/2025 2:29,user2,ExfiltrateData,None,10.0.0.5,cmd.exe,0,ScheduledTask,0,0,0,1,1
4/14/2025 8:29,attacker,AccountCreation,None,172.16.0.1,powershell.exe,0,ServiceInstall,0,0,0,0,1
4/14/2025 15:29,SYSTEM,AccountCreation,data.db,172.16.0.1,explorer.exe,1,ScheduledTask,0,0,0,0,1
4/15/2025 5:37,SYSTEM,FileAccess,config.sys,172.16.0.1,malware.exe,1,ScheduledTask,0,0,0,0,0
4/9/2025 16:49,user2,FileDelete,None,8.8.8.8,cmd.exe,0,ServiceInstall,0,0,0,0,1
4/13/2025 15:31,user1,ClearLogs,data.db,8.8.8.8,explorer.exe,1,None,1,0,0,0,1
4/15/2025 17:35,SYSTEM,TimestampChange,data.db,192.168.1.10,svchost.exe,0,ScheduledTask,0,1,0,0,1
4/13/2025 14:08,SYSTEM,FileDelete,log.txt,8.8.8.8,svchost.exe,1,None,0,0,0,0,1
4/11/2025 6:49,attacker,InjectProcess,config.sys,10.0.0.5,malware.exe,1,ServiceInstall,0,0,0,0,1
4/11/2025 16:55,user2,FileDelete,script.ps1,None,svchost.exe,1,None,0,0,0,0,1
4/11/2025 8:50,user2,AccountCreation,None,8.8.8.8,svchost.exe,0,ScheduledTask,0,0,0,0,1
4/14/2025 22:08,SYSTEM,ExfiltrateData,script.ps1,8.8.8.8,explorer.exe,1,RegistryRunKey,0,0,0,0,1
4/12/2025 7:31,attacker,FileDelete,log.txt,172.16.0.1,explorer.exe,1,ScheduledTask,0,0,0,0,1
4/10/2025 11:59,user2,ExfiltrateData,config.sys,8.8.8.8,powershell.exe,1,None,0,0,0,0,1
4/12/2025 11:20,user2,ObfuscateCode,data.db,172.16.0.1,svchost.exe,0,ServiceInstall,0,0,1,0,1
4/10/2025 2:16,SYSTEM,AccountCreation,None,8.8.8.8,powershell.exe,0,None,0,0,0,0,1
4/10/2025 10:03,user2,FileDelete,data.db,None,svchost.exe,0,RegistryRunKey,0,0,0,0,1
4/12/2025 6:10,user2,Logoff,config.sys,10.0.0.5,explorer.exe,1,ScheduledTask,0,0,0,0,0
4/12/2025 16:04,admin,Logoff,config.sys,172.16.0.1,powershell.exe,0,ScheduledTask,0,0,0,0,0
4/15/2025 11:05,attacker,ObfuscateCode,None,10.0.0.5,explorer.exe,0,RegistryRunKey,0,0,1,0,1
4/15/2025 1:36,admin,FileAccess,log.txt,None,cmd.exe,0,ServiceInstall,0,0,0,0,0
4/14/2025 12:25,SYSTEM,ObfuscateCode,None,192.168.1.10,malware.exe,1,RegistryRunKey,0,0,1,0,1
4/12/2025 18:02,SYSTEM,InjectProcess,data.db,192.168.1.10,cmd.exe,1,None,0,0,0,0,1
4/14/2025 1:19,attacker,InjectProcess,log.txt,172.16.0.1,svchost.exe,1,None,0,0,0,0,1
4/12/2025 18:41,admin,ObfuscateCode,data.db,None,cmd.exe,1,None,0,0,1,0,1
4/13/2025 8:23,attacker,FileDelete,None,8.8.8.8,malware.exe,1,RegistryRunKey,0,0,0,0,1
4/15/2025 7:31,SYSTEM,ClearLogs,None,None,cmd.exe,1,ServiceInstall,1,0,0,0,1
4/13/2025 13:55,admin,ExfiltrateData,script.ps1,192.168.1.10,svchost.exe,1,ScheduledTask,0,0,0,0,1
4/15/2025 9:01,user2,Logoff,script.ps1,192.168.1.10,explorer.exe,1,RegistryRunKey,0,0,0,0,0
4/10/2025 5:42,SYSTEM,FileDelete,log.txt,192.168.1.10,svchost.exe,1,RegistryRunKey,0,0,0,0,1
4/14/2025 3:48,attacker,Logoff,None,8.8.8.8,explorer.exe,1,RegistryRunKey,0,0,0,0,0
4/12/2025 14:59,user2,FileAccess,log.txt,10.0.0.5,explorer.exe,0,RegistryRunKey,0,0,0,0,0
4/13/2025 21:18,attacker,InjectProcess,log.txt,8.8.8.8,cmd.exe,1,RegistryRunKey,0,0,0,0,1
4/15/2025 15:19,admin,FileAccess,log.txt,8.8.8.8,explorer.exe,0,None,0,0,0,0,0
4/10/2025 17:56,user2,ObfuscateCode,data.db,None,powershell.exe,0,ScheduledTask,0,0,1,0,1
4/14/2025 16:10,attacker,FileAccess,data.db,8.8.8.8,svchost.exe,1,ScheduledTask,0,0,0,0,0
4/13/2025 8:23,SYSTEM,FileAccess,config.sys,10.0.0.5,cmd.exe,0,RegistryRunKey,0,0,0,0,0
4/14/2025 23:35,SYSTEM,InjectProcess,data.db,10.0.0.5,cmd.exe,1,RegistryRunKey,0,0,0,0,1
4/12/2025 15:38,user1,Logon,log.txt,None,explorer.exe,0,ScheduledTask,0,0,0,0,0
4/13/2025 10:38,SYSTEM,FileAccess,config.sys,172.16.0.1,powershell.exe,1,RegistryRunKey,0,0,0,0,0
4/12/2025 12:11,attacker,TimestampChange,None,10.0.0.5,powershell.exe,1,ServiceInstall,0,1,0,0,1
4/9/2025 19:10,user1,Logoff,data.db,None,cmd.exe,1,ServiceInstall,0,0,0,0,0
4/12/2025 13:35,user2,AccountCreation,None,172.16.0.1,cmd.exe,1,RegistryRunKey,0,0,0,0,1
4/16/2025 7:29,SYSTEM,FileDelete,None,192.168.1.10,svchost.exe,1,ServiceInstall,0,0,0,0,1
4/15/2025 13:11,attacker,Logoff,config.sys,10.0.0.5,cmd.exe,0,RegistryRunKey,0,0,0,0,0
4/16/2025 5:24,SYSTEM,InjectProcess,None,172.16.0.1,powershell.exe,0,None,0,0,0,0,1
4/13/2025 17:34,admin,ExfiltrateData,data.db,10.0.0.5,cmd.exe,0,ServiceInstall,0,0,0,1,1
4/16/2025 13:59,SYSTEM,ExfiltrateData,log.txt,None,svchost.exe,1,ServiceInstall,0,0,0,1,1
4/13/2025 2:24,user2,InjectProcess,data.db,192.168.1.10,svchost.exe,0,ScheduledTask,0,0,0,0,1
4/13/2025 21:58,user1,TimestampChange,script.ps1,None,svchost.exe,0,None,0,1,0,0,1
4/16/2025 2:43,user2,Logon,log.txt,10.0.0.5,malware.exe,0,ServiceInstall,0,0,0,0,0
4/16/2025 10:20,SYSTEM,ClearLogs,script.ps1,10.0.0.5,explorer.exe,0,RegistryRunKey,1,0,0,0,1
4/12/2025 22:08,admin,FileAccess,data.db,172.16.0.1,malware.exe,0,ServiceInstall,0,0,0,0,0
4/11/2025 17:22,attacker,Logoff,config.sys,172.16.0.1,malware.exe,0,ServiceInstall,0,0,0,0,0
4/12/2025 15:50,user2,ObfuscateCode,log.txt,10.0.0.5,svchost.exe,0,ScheduledTask,0,0,1,0,1
4/14/2025 1:39,user1,InjectProcess,script.ps1,172.16.0.1,explorer.exe,1,None,0,0,0,0,1
4/15/2025 3:51,user2,InjectProcess,script.ps1,10.0.0.5,explorer.exe,1,None,0,0,0,0,1
4/15/2025 22:42,admin,FileAccess,script.ps1,10.0.0.5,cmd.exe,1,ServiceInstall,0,0,0,0,0
4/14/2025 17:02,user1,ObfuscateCode,script.ps1,192.168.1.10,powershell.exe,0,ServiceInstall,0,0,1,0,1
4/11/2025 7:09,admin,Logon,config.sys,10.0.0.5,explorer.exe,1,RegistryRunKey,0,0,0,0,0
4/14/2025 20:32,attacker,Logoff,script.ps1,None,cmd.exe,1,RegistryRunKey,0,0,0,0,0
4/14/2025 22:35,user2,Logoff,log.txt,192.168.1.10,svchost.exe,1,ScheduledTask,0,0,0,0,0
4/10/2025 18:21,attacker,ExfiltrateData,script.ps1,8.8.8.8,svchost.exe,0,ServiceInstall,0,0,0,1,1
4/13/2025 3:23,SYSTEM,FileDelete,None,192.168.1.10,malware.exe,0,ServiceInstall,0,0,0,0,1
4/13/2025 20:40,admin,Logon,None,10.0.0.5,explorer.exe,0,ScheduledTask,0,0,0,0,0
4/11/2025 16:44,attacker,ClearLogs,data.db,192.168.1.10,cmd.exe,1,None,1,0,0,0,1
4/15/2025 6:33,SYSTEM,FileDelete,script.ps1,192.168.1.10,svchost.exe,1,None,0,0,0,0,1
4/16/2025 4:56,attacker,ClearLogs,config.sys,192.168.1.10,cmd.exe,1,RegistryRunKey,1,0,0,0,1
4/14/2025 14:56,admin,ObfuscateCode,None,None,cmd.exe,1,RegistryRunKey,0,0,1,0,1
4/12/2025 11:46,attacker,FileDelete,config.sys,8.8.8.8,powershell.exe,1,ScheduledTask,0,0,0,0,1
4/12/2025 14:01,user2,ClearLogs,script.ps1,8.8.8.8,powershell.exe,0,None,1,0,0,0,1
4/15/2025 21:18,user1,ObfuscateCode,None,172.16.0.1,powershell.exe,0,None,0,0,1,0,1
4/15/2025 10:23,admin,Logon,log.txt,192.168.1.10,malware.exe,0,ServiceInstall,0,0,0,0,0
4/14/2025 16:52,attacker,Logoff,script.ps1,192.168.1.10,cmd.exe,0,ScheduledTask,0,0,0,0,0
4/13/2025 12:44,admin,AccountCreation,None,192.168.1.10,svchost.exe,0,ServiceInstall,0,0,0,0,1
4/10/2025 2:52,user2,FileAccess,script.ps1,None,powershell.exe,1,ServiceInstall,0,0,0,0,0
4/15/2025 13:56,user1,ExfiltrateData,log.txt,8.8.8.8,svchost.exe,0,ScheduledTask,0,0,0,0,1
4/12/2025 2:27,SYSTEM,ClearLogs,data.db,192.168.1.10,cmd.exe,0,None,1,0,0,0,1
4/11/2025 15:57,attacker,AccountCreation,script.ps1,8.8.8.8,malware.exe,0,ServiceInstall,0,0,0,0,1
4/15/2025 2:50,user2,FileDelete,log.txt,10.0.0.5,powershell.exe,1,ScheduledTask,0,0,0,0,1
4/10/2025 17:47,admin,InjectProcess,config.sys,192.168.1.10,svchost.exe,1,ScheduledTask,0,0,0,0,1
4/11/2025 18:28,attacker,ExfiltrateData,log.txt,172.16.0.1,explorer.exe,1,ScheduledTask,0,0,0,1,1
4/11/2025 1:34,attacker,ClearLogs,script.ps1,192.168.1.10,cmd.exe,0,ServiceInstall,1,0,0,0,1
4/9/2025 19:13,user2,Logon,config.sys,None,powershell.exe,0,ScheduledTask,0,0,0,0,0
4/14/2025 14:54,SYSTEM,Logon,config.sys,192.168.1.10,svchost.exe,1,ServiceInstall,0,0,0,0,0
4/14/2025 2:35,user1,Logoff,None,192.168.1.10,powershell.exe,1,RegistryRunKey,0,0,0,0,0
4/12/2025 8:30,SYSTEM,TimestampChange,script.ps1,172.16.0.1,explorer.exe,1,ServiceInstall,0,1,0,0,1
4/10/2025 14:39,attacker,FileDelete,log.txt,10.0.0.5,malware.exe,0,ScheduledTask,0,0,0,0,1
4/13/2025 20:43,user2,Logoff,script.ps1,172.16.0.1,malware.exe,1,ServiceInstall,0,0,0,0,0
4/13/2025 22:47,SYSTEM,AccountCreation,config.sys,None,svchost.exe,1,ServiceInstall,0,0,0,0,1
4/14/2025 20:12,user1,TimestampChange,config.sys,192.168.1.10,svchost.exe,1,None,0,1,0,0,1
